ADD_FULL,POSTAL_CD,X,Y,LONGITUDE,LATITUDE,OBJECTID,FACI_NAM,FACI_TYPE,UNIT,UNIT_TYPE,DEV_LOC,DEV_COUNT
640 Lawrence Ave W,M6A 1B1,309630.565,4841763.75,-79.43985857,43.71781754,514,John Polanyi CI / Bathurst Hei,School,,,Main Hallway By Auditorium,2
650 Cosburn Ave,M4C 2V2,318701.035,4839187.887,-79.32735655,43.69451732,516,East York CI,School,,,N/A,1
650 Danforth Ave,M4K 1R3,317271.039,4837476.767,-79.34513635,43.67914067,517,TTC - Pape Station,Transportation Facility,,,Pape,1
665 Lawrence Ave W,,309288.038,4841538.544,-79.44411111,43.71579263,518,TTC - Lawrence West Station,Transportation Facility,,,Lawrence West,1
671 University Ave,,313650.498,4835323.832,-79.39007445,43.65981315,519,TTC - Queen's Park Station,Transportation Facility,,,Queen's Park,1
685 Military Trl,M1E 4P6,328964.632,4849794.944,-79.1995546,43.78973123,521,Pope John Paul II,School,,,outside main office,1
690 Carlaw Ave,M4K 3K9,317097.917,4837278.195,-79.34728806,43.67735609,522,Holy Name Catholic School,School,,,Opposite  Main Office,1
700 Markham St,M6G 2M3,311739.697,4836149.275,-79.4137545,43.66726364,523,Monsignor Fraser Annex,School,,,Main Entrance RHS,1
700 Eglinton Ave W,M5N 1B9,311167.472,4840034.363,-79.42080548,43.70223878,524,TPL - Forest Hill,Library,,,Main Entrance,1
700 Arrow Rd,M9M 2M1,302128.024,4844886.872,-79.53298438,43.74594026,526,TTC - Arrow Rd. Division,Transportation Facility,,,Traffic Office,2
242 Milner Ave,M1S 5C4,325708.742,4849744.237,-79.24001211,43.78937389,377,TPS - 42 Division,Law enforcement agency,,,Front Desk,2
245 Main St,M4C 5T3,320893.477,4838396.965,-79.30018106,43.68735404,378,Main Square CRC,Recreation or Sports Facility,,,Main Lobby,1
255 Spadina Rd,M5R 2V3,312270.675,4837220.414,-79.40715614,43.6769002,382,Archives,Office,,,Security Desk,1
255 Dundas St W,M5T 2W5,313680.155,4834701.283,-79.38971759,43.65420902,384,TPS - 52 Division,Law enforcement agency,,,Front Door,2
270 Rouge Hills Dr,M1C 2Z1,334954.977,4850082.299,-79.12510767,43.79209913,386,West Rouge CC,Recreation or Sports Facility,,,Rec Office,1
275 Merton St,M4S 1A7,313835.071,4839526.1,-79.38771654,43.69763619,387,Business Operations Management,Office,,,By elevator,1
275 Bathurst St,,312444.14,4834355.229,-79.40504515,43.65110826,388,Alexandra Park ODP,Outdoor Seasonal Facility,,,Pool Office / AIR Change Room,1
277 Orton Park Rd,M1G 3T4,328060.319,4848425.542,-79.21084706,43.77742531,389,Curran Hall CC,Recreation or Sports Facility,,,Reception,1
277 Victoria St,M5B 1W2,314516.717,4834964.47,-79.37934181,43.6565675,390,Public Health - 277 Victoria St,Medical Facility,,,2nd Floor By Elevators,1
278 Dupont St,,312246.199,4837015.715,-79.4074624,43.67505787,391,TTC - Dupont Station,Transportation Facility,,,Dupont,1
280 Quebec Ave,M6P 2V3,307151.945,4835333.803,-79.47064606,43.65995129,392,Humberside CI,School,,,Main Foyer,1
286 Harbord St,M6G 1G5,311698.886,4835486.534,-79.41426986,43.6612981,394,Harbord CI,School,,,Outside Office,1
288 Pleasant Ave,M2R 2R1,310041.259,4849776.373,-79.43468418,43.78993827,395,Pleasant PS,School,,,outside main office,1
291 Mill Rd,M9C 1Y5,298298.018,4832880.573,-79.58039184,43.63784448,396,Silverthorne CI,School,,,Main Foyer,1
300 Borough Dr,M1P 4P5,324263.493,4848286.541,-79.2580219,43.77629186,398,TTC - Scarborough Centre Station,Transportation Facility,,,Scarborough Center,1
300 Silver Springs Blvd,M1V 1S4,320471.924,4851516.857,-79.3050267,43.80544905,399,L'Amoreaux Tennis Centre,Recreation or Sports Facility,,,Reception,1
3 Dundas St E,,314432.786,4834935.786,-79.380383,43.6563103,401,TTC - Dundas (East Side),Transportation Facility,,,Dundas E/S,2
3 Dundas St E,,314432.786,4834935.786,-79.380383,43.6563103,402,TTC - Dundas (West Side),Transportation Facility,,,Dundas West Side,2
306 Finch Ave E,M2N 4S5,313313.359,4849233.511,-79.39403589,43.78502176,404,Carefree Lodge,Medical Facility,,,Main Entrance,1
320 Bering Ave,M8Z 3A3,302544.567,4833016.236,-79.52775935,43.63908955,408,Bering Yard,Industrial Facility,,,Staff Enterance,1
325 Milner Ave,M1B 5S8,326244.849,4849810.778,-79.23334829,43.78995756,410,Malvern Employment & Social Services,Office,9,FLR,Reception,1
330 University Ave,M5G 1R8,313853.157,4834422.394,-79.38757725,43.65169661,411,TPS - C - 330 University,Law enforcement agency,,,Main Police Office,1
333 Annette St,M6P 1R3,306869.895,4835473.891,-79.47414235,43.66121304,412,Annette CRC,Recreation or Sports Facility,,,Main Lobby,1
339 George St,M5A 2N2,314925.602,4835341.505,-79.37426518,43.65995605,413,Seaton House,Residence (excluding private homes),,,3rd Flr - Staff Office,2
339 George St,M5A 2N2,314925.602,4835341.505,-79.37426518,43.65995605,414,Seaton House,Residence (excluding private homes),,,Centre Island,2
340 Sentinel Rd,M3J 1T9,304777.064,4846191.089,-79.50009387,43.75768505,415,C.W Jefferies,School,,,Outside main office,1
340 Park Lawn Rd,M8Y 3K4,305133.521,4832959.72,-79.4956719,43.63858444,417,Park Lawn Arena,Recreation or Sports Facility,,,main lobby,1
350 Grandravine Dr,M3N 1J4,303758.285,4845121.85,-79.51274337,43.74805962,419,Oakdale CC,Recreation or Sports Facility,,,Reception,1
350 Kipling Ave,M8V 3L1,303237.26,4828847.968,-79.51916391,43.60157199,420,Lakeshore CI,School,,,N/A,1
351 Christie St,M6G 3C3,311140.781,4836829.25,-79.421173,43.67338942,422,Castleview Wychwood Towers,Medical Facility,,,By Elevators,2
355 Annette St,M6P 1R3,306838.688,4835462.253,-79.47452931,43.66110836,423,St. Cecilia,School,,,Outside Office,1
1000 Murray Ross Pkwy,M3J 2P3,303332.391,4848090.324,-79.51803621,43.7747704,581,Black Creek Pioneer Village,Recreation or Sports Facility,,,Visitors Centre,2
1000 Finch Ave W,M3J 2V5,307308.783,4847464.361,-79.46864733,43.76914165,584,TPS-C-Toronto North,Law enforcement agency,,,Supervisor Office,2
1009 Yonge St,M4W 2K9,313697.669,4837265.43,-79.38945843,43.67728947,587,TTC - Rosedale Station,Transportation Facility,,,Rosedale,1
1025 Ellesmere Rd,,322675.642,4847138.231,-79.27778526,43.76599543,588,TTC - Ellesmere Station,Transportation Facility,,,Ellesmere,1
1035 Sheppard Ave W,,307792.492,4845330.716,-79.46265112,43.74993432,591,TTC - Downsview Station,Transportation Facility,,,Downsview,1
1050 Ellesmere Rd,M1P 2X3,322974.992,4847390.368,-79.27405866,43.76825773,592,Ellesmere Yard - Bldg D,Industrial Facility,,,Building D-Main FL  N/E corner,1
1050 Huntingwood Dr,M1S 3H5,321892.303,4850644.6,-79.28740455,43.7975751,593,Sir William Osler HS,School,,,By Late sign in Counter,1
1073 Millwood Rd,M4G 1X6,316022.167,4840101.551,-79.36057057,43.70278677,594,Leaside Memorial Gardens,Recreation or Sports Facility,,,pool,1
1081 Progress Ave,M1B 5Z6,326161.149,4850265.841,-79.23437022,43.794056,596,Burrows Hall CC,Recreation or Sports Facility,,,Reception,1
1081 1/2 Pape Ave,,316934.898,4838881.743,-79.34927367,43.69179258,597,East York Community Centre,Recreation or Sports Facility,,,Across from Reception,1
1094 Gerrard St E,M4M 2A1,318101.327,4836469.146,-79.33486304,43.67005628,598,Riverdale CI,School,,,N/A,1
1107 Avenue Rd,M5N 3B1,312058.809,4840631.886,-79.40973841,43.70760884,599,Marshall McLuhan Catholic High,School,,,Atrium - Beside Gym,1
1116 King St W,M6K 1E6,310861.874,4833097.926,-79.42467432,43.63980546,600,King St. Yard,Industrial Facility,,,Reception,1
400 Greenwood Ave,M4J 4Y5,318377.012,4837324.421,-79.33142294,43.67775016,452,TTC - Greenwood Carhouse,Transportation Facility,,,Outside First Aid Room,5
400 Greenwood Ave,M4J 4Y5,318377.012,4837324.421,-79.33142294,43.67775016,453,TTC - Greenwood Tract and Stru,Transportation Facility,,,Main Entrance,5
89 Church Ave,M2N 6C9,312147.226,4848080.188,-79.40854036,43.77465308,222,Mitchell Field CC,Recreation or Sports Facility,,,Reception,1
90 Danforth Ave,M4K 1N1,316178.047,4837178.401,-79.3586984,43.67647237,224,TTC - Broadview Station,Transportation Facility,,,Broadview,1
90 Bowmore Rd,M4L 3J2,319712.142,4837225.307,-79.31486699,43.67683227,225,Fairmount Park CC,Recreation or Sports Facility,,,Main Lobby,1
92 Front St E,M5E 1C4,315111.031,4834173.939,-79.3719883,43.64944394,230,St. Lawrence Market Complex,Commercial Retail Space,,,St. Lawrence Hall,3
92 Front St E,M5E 1C4,315111.031,4834173.939,-79.3719883,43.64944394,231,St. Lawrence Market Complex,Commercial Retail Space,,,St. Lawrence South - Basement,3
93 Birchmount Rd,M1N 3J7,323879.352,4839324.488,-79.26311121,43.69563261,232,Birchmount CC,Recreation or Sports Facility,,,Reception Lobby,1
95 The Esplanade,M5E 2A2,315052.13,4833947.875,-79.37272273,43.64740985,233,Building Inspections,Office,,,Main Entrance,1
95 Lavinia Ave,M6S 3H9,306568.733,4833967.983,-79.4778817,43.64765837,234,Swansea CC-Town Hall,Office,,,Reception,1
97 Main St,M4E 2V6,320979.302,4837813.656,-79.29913405,43.68210173,236,Community Centre 55,Recreation or Sports Facility,,,Reception,1
98 Shoreham Dr,M3N 1S9,302766.405,4847364.607,-79.52506758,43.76824512,237,St. Augustine of Canterbury,School,,,ACROSS MAIN OFFICE,1
99 Humber Blvd,M6N 2H4,306332.43,4837598.803,-79.48080008,43.68034146,238,Archbishop Romero,School,,,outside main office,1
100 Consilium Pl,M1H 3E3,324723.039,4848371.618,-79.25231001,43.77704554,239,Consillium Employment and Social Services,Office,,,By Security Desk,1
100 Brimley Rd S,M1M 3X4,325730.073,4841473.944,-79.24006423,43.71492226,240,Cardinal Newman,School,,,O/S Main Office - near Trophy,1
100 Borough Dr,M1P 4W2,324133.41,4847935.85,-79.25965046,43.77313861,241,Scarborough Civic,Office,,,Security Desk,1
100 Queen St W,M5H 2N2,314171.528,4834548.831,-79.38362829,43.65283072,244,City Hall,Office,,,1st Floor Security Desk,3
100 Queen St W,M5H 2N2,314171.528,4834548.831,-79.38362829,43.65283072,245,City Hall Employee Health & Rehab,Office,,BSMT,Occ Health Office (east tower),3
100 Garrison Rd,M5V 3K9,312571.194,4833016.948,-79.40348976,43.63906134,246,Fort York,Convention Facility,,,Canteen,1
60 St George St,M5S 3H8,312990.393,4835451.97,-79.39825639,43.66097444,180,University of Toronto Physics,School,,,MP 101,1
64 Rylander Blvd,M1B 4X3,332771.652,4850784.213,-79.15219989,43.7985025,183,Tall Pines CC,Recreation or Sports Facility,,,by washroom,1
64 Murray Rd,M3K 1T2,306973.674,4843484.818,-79.47282492,43.73332186,184,Murray Yard,Industrial Facility,,,Outside Locker Room,1
1234 Bay St,,313645.685,4836487.385,-79.39011534,43.67028667,185,TTC - Bay Station,Transportation Facility,,,Bay,1
65 Front St W,M5J 1E6,314437.265,4833737.913,-79.38034838,43.64552824,187,Union Station,Transportation Facility,402,RM,GO Concourse,3
65 Colonel Samuel Smith Park Dr,M8V 4B6,303543.797,4827954.108,-79.51536477,43.59352657,189,Power House RC,Recreation or Sports Facility,,,Main Hall,1
65 Hinton Rd,M9W 6Z8,299089.939,4842599.635,-79.57068095,43.72533445,190,West Acres Seniors RC,Recreation or Sports Facility,,,Reception,1
66 Dufferin Park Ave,M6H 1J6,310256.481,4835096.789,-79.43215753,43.65780218,191,St. Mary s Catholic High School,School,,,Outside Office,1
66 Sheridan Ave,M6K 2G9,310153.418,4833935.817,-79.43344683,43.64735264,192,Mary McCormick RC,Recreation or Sports Facility,,,Reception,1
70 Nashdene Rd,M1V 2V2,324247.461,4852918.668,-79.25805488,43.81798678,193,Nashdene Yard,Industrial Facility,,,Admin Office,1
70 Drewry Ave,M2M 1C8,311125.421,4849449.796,-79.42121695,43.78699008,194,Drewry SS,School,,,Atrium,1
70 Bainbridge Ave,M3H 2K2,309282.582,4845301.735,-79.44414844,43.74966613,195,St. Robert Catholic School,School,,,Main Ent. Adj. to Office Doors,1
70 D'Arcy St,M5T 1K1,313291.175,4834785.652,-79.39453799,43.65497319,198,Heydon Park SS,School,,,NA,1
70 Birmingham St,M8V 3W6,304503.218,4829238.015,-79.50348238,43.60508421,200,TPS - Training -Birmingham,Law enforcement agency,,,2nd Fl. by Admin. offices,5
70 Birmingham St,M8V 3W6,304503.218,4829238.015,-79.50348238,43.60508421,201,TPS - Training -Birmingham,Law enforcement agency,,,Outside Gun Ranges,5
70 Birmingham St,M8V 3W6,304503.218,4829238.015,-79.50348238,43.60508421,202,TPS - Training -Birmingham,Law enforcement agency,,,Basement Outside Workout & Mat,5
3 King St E,,314664.839,4834136.591,-79.37751988,43.6491138,204,TTC - King Station,Transportation Facility,,,King,1
75 Alexmuir Blvd,M1V 1H6,322075.092,4851829.834,-79.28509517,43.80823928,207,St. Marguerite Bourgeoys Catholic School,School,,,Outside Main Office,1
75 Eglinton Ave W,M4R 2G9,312790.492,4840460.658,-79.40066181,43.70606001,209,TPS - 53 Division,Law enforcement agency,,,3rd Flr - Elevator,2
75 Queen's Park,,313428.614,4836094.066,-79.39281286,43.66674903,210,TTC - Museum Station,Transportation Facility,,,Museum,1
75 Lansdowne Ave,,309829.411,4833496.928,-79.43746726,43.64340418,211,Parkdale CRC,Recreation or Sports Facility,,,main lobby,1
75 Arcadian Crcl,M8W 2Z5,302536.756,4827761.166,-79.52783647,43.59178763,212,Long Branch Arena,Recreation or Sports Facility,,,Lobby - Near Snack Bar,1
80 Bennett Rd,M1E 3Y3,331622.135,4847727.208,-79.1666376,43.77102904,214,St. Malachy Catholic School,School,,,Outside MainOffice,1
100 Princes Blvd,M6K 3C3,311840.298,4832513.748,-79.41255482,43.63453887,247,Exhibition Place Grounds,Convention Facility,,,Direct Energy - Fist Aid Room,14
100 Princes Blvd,M6K 3C3,311840.298,4832513.748,-79.41255482,43.63453887,248,Exhibition Place Grounds,Convention Facility,,,BMO Field - West Gate 4,14
100 Princes Blvd,M6K 3C3,311840.298,4832513.748,-79.41255482,43.63453887,252,Exhibition Place Grounds,Convention Facility,,,Direct Energy -East Swing Spac,14
30 Ellerslie Ave,M2N 1X8,311620.516,4847754.699,-79.41508393,43.7717196,103,TPS - 32 Division,Law enforcement agency,,,Front Door,2
30 Slidell Cres,M3A 2C4,318727.647,4846889.886,-79.32682729,43.76384469,104,Fenside Arena,Recreation or Sports Facility,,,By Changerooms,1
30 Northline Rd,M4B 3E2,319487.617,4841191.427,-79.31754452,43.71253594,105,Northline Yard - 30 Northline,Industrial Facility,,,Lunch Room,1
30 Dee Ave,M9N 1S9,301782.146,4840998.33,-79.53725612,43.71093596,108,30 Dee Ave.,Office,,,Main Lobby,1
31 Glen Watford Dr,M1S 2B7,322789.117,4849629.201,-79.27629313,43.78841444,109,Agincourt RC,Recreation or Sports Facility,,,Across from Reception,1
31 Drummond St,M8V 1Y7,304878.562,4830050.985,-79.49883236,43.61240189,110,Mimico Arena,Recreation or Sports Facility,,,Inside - North Wall,1
33 Queen St E,M5C 1R5,314680.061,4834527.789,-79.37732415,43.65263484,111,Toronto Parking Authority HQ,Office,,,North wall (by Elevators),1
33 Pritchard Ave,M6N 1T4,305680.076,4836475.638,-79.48889246,43.67023241,112,David Appleton CC,Recreation or Sports Facility,,,Multi-purpose Rm,1
35 Spadina Rd,M5R 2S9,312504.24,4836275.217,-79.40427223,43.66838997,116,Animal Services Head Office,Office,,,reception,1
35 Glen Long Ave,M6B 2M1,308346.108,4840742.746,-79.45580554,43.7086344,117,Glen Long CC,Recreation or Sports Facility,,,Reception,1
35 Trehorne Dr,M9P 1N8,302118.449,4838613.604,-79.5330703,43.68947132,118,Hilltop CS,Recreation or Sports Facility,,,Outside CS office,1
36 Greenfield Ave,M2N 3C8,312049.907,4846908.065,-79.40976483,43.76410361,119,Cardinal Carter,School,,,near main office,1
36 Brentwood Rd N,M8X 2B5,303629.77,4833942.913,-79.514311,43.64743336,120,TPL - Brentwood,Library,,,Information Desk,1
36 Ourland Ave,,304085.769,4830507.73,-79.50865508,43.61651292,121,Ourland ODP,Outdoor Seasonal Facility,,,Pool Office / AIR Change Room,1
38 Comstock Rd,M1L 4V8,321618.075,4842061.456,-79.29107901,43.72032282,123,TTC - Eglinton Division,Transportation Facility,,,Traffic Office,2
39 Highbrook Dr,M1P 3L2,323915.837,4846219.196,-79.26241438,43.75769259,126,Highbrook Learning Centre,School,,,stolen in jun12/12,1
40 Sewell's Rd,M1B 3G5,327727.471,4852005.431,-79.21483296,43.80966742,127,Blessed Mother Teresa,School,,,Outside Main Office,1
40 Norfinch Dr,M3N 1X1,302572.232,4846087.669,-79.52747428,43.75675047,129,TPS - 31 Division,Law enforcement agency,,,Main Desk,2
40 Norfinch Dr,M3N 1X1,302572.232,4846087.669,-79.52747428,43.75675047,130,TPS - 31 Division,Law enforcement agency,,,Near CIB Office,2
40 Orchard View Blvd,M4R 1B9,312838.109,4840707.192,-79.40006729,43.70827849,131,TPL - Northern District,Library,,,General Info Desk,1
40 Toryork Dr,M9L 1X6,301146.77,4845844.589,-79.54517449,43.75455665,133,TFS - Mechanical Centre,Emergency Services,,,Common Hallway,1
40 Beattie Ave,M9W 2M3,301098.506,4842795.305,-79.5457486,43.72709991,134,Humber Valley Golf Course,Outdoor Seasonal Facility,,,Pro Shops,1
41 Ancaster Rd,M3K 1S7,307547.658,4843397.574,-79.46570005,43.7325347,135,Ancaster CC,Recreation or Sports Facility,,,main lobby,1
44 Montgomery Rd,M8X 1Z4,303161.641,4834127.831,-79.52011421,43.64909671,138,Memorial Pool and Health Club,Recreation or Sports Facility,,,outside Health Club,1
44 Cordova Ave,M9A 2H5,302529.48,4833949.677,-79.52794997,43.6474914,139,Islington CS,Recreation or Sports Facility,,,Outside CS Office,1
44 Strathdee Dr,M9R 1A4,301140.891,4837766.502,-79.5451904,43.68184223,140,Richmond Gardens ODP,Outdoor Seasonal Facility,,,Pool Office / AIR Change Room,1
45 Balfour Ave,M4C 1T4,320988.905,4838762.287,-79.29898655,43.69064043,143,William J. McCordic School,School,,,Outside Office,1
45 Strachan Ave,M6K 1W7,311992.302,4833082.364,-79.41066379,43.63965593,144,Municipal Licensing   Standards,Office,,,Main Lobby,1
45 Twenty Third St,M8V 3M6,303148.301,4828007.331,-79.52026336,43.59400505,145,RL Clark Filtration Plant,Industrial Facility,,,Maintenance Bldg,2
47 Sheppard Ave E,M2N 5X5,312216.739,4846593.81,-79.407697,43.76127331,148,TPS - C -  47 Sheppard,Law enforcement agency,,,Supervisors Office,1
50 Upjohn Rd,M3B 2W1,316858.909,4845468.351,-79.35006866,43.75108164,151,TPS - 33 Division,Law enforcement agency,,,Booking Hall,2
50 Upjohn Rd,M3B 2W1,316858.909,4845468.351,-79.35006866,43.75108164,152,TPS - 33 Division,Law enforcement agency,,,Main Desk,2
50 Montgomery Rd,M8X 1Z4,303166.404,4834057.519,-79.52005169,43.64845525,153,Central Arena,Recreation or Sports Facility,,,Arena - East End,1
50 Booth Ave,M4M 2M2,317528.753,4834858.417,-79.34200139,43.65556789,154,Booth Yard,Industrial Facility,,,2nd Flr Hallway,1
50 Claver Ave,M6B 2W1,308704.564,4841260.206,-79.45135395,43.71329049,155,TCDSB - St. Charles,School,,,Outside Main Office,1
50 Falstaff Ave,M6L 2C7,304474.918,4841641.274,-79.50384198,43.71673023,156,Falstaff CC,Recreation or Sports Facility,,,Main Hallway,1
50 Winterton Dr,M9B 3G7,299886.362,4836828.341,-79.56074293,43.67339135,158,Martingrove CI,School,,,Main Lobby,1
51 Beechgrove Dr,M1E 3Z3,332957.974,4847189.209,-79.15007266,43.76613735,160,Highland Creek Treatment Plant,Industrial Facility,,,Admin Bldg,3
51 Beechgrove Dr,M1E 3Z3,332957.974,4847189.209,-79.15007266,43.76613735,162,Highland Creek Treatment Plant,Industrial Facility,,,Sludge Treatment,3
51 Parliament St,M5A 2Y5,315904.847,4834453.786,-79.36214224,43.65195139,163,TPS - 51 Division,Law enforcement agency,,,Front Desk,2
52 McGriskin Rd,M1S 5C5,324950.917,4850249.127,-79.24940965,43.79393921,165,52 McGrisken-TDSB,School,,,N/A,1
55 Malvern Ave,M4E 3E4,321478.525,4837906.077,-79.29293953,43.68292274,166,Malvern CI,School,,,NA,1
55 John St,M5V 3C6,313744.473,4833807.374,-79.38893473,43.64616238,169,Metro Hall,Office,,,12th Flr - Security,2
55 John St,M5V 3C6,313744.473,4833807.374,-79.38893473,43.64616238,170,Metro Hall,Office,,,Rotunda Security,2
56 Woodfield Rd,M4L 2W6,319071.708,4836015.854,-79.32284165,43.66595839,171,SH Armstrong Com Rec Centre,Recreation or Sports Facility,,,Reception,1
1300 Eglinton Ave W,,309966.357,4839686.885,-79.43571085,43.69912069,634,TTC - Eglinton West Station,Transportation Facility,,,Eglinton West,1
1303 Queen St W,M6K 1L6,310218.207,4833246.882,-79.43265066,43.64115089,635,TPL - Parkdale,Library,,,Circulation Desk,1
1339 Bathurst St,,311517.098,4837475.754,-79.41649871,43.67920594,636,Hillcrest CC,Recreation or Sports Facility,,,Main Entrance,1
1347 Davenport Rd,M6H 2H5,309649.664,4836788.998,-79.43966505,43.67303843,637,Davenport Dufferin CC,Recreation or Sports Facility,,,reception,1
1369 St Clair Ave W,M6E 1C5,308703.214,4837044.02,-79.45139986,43.67533938,638,Joseph J. Piccininni CRC,Recreation or Sports Facility,,,Lower Level,2
1369 St Clair Ave W,M6E 1C5,308703.214,4837044.02,-79.45139986,43.67533938,639,Joseph J. Piccininni CRC,Recreation or Sports Facility,,,Upper Level,2
1386 Victoria Park Ave,M4A 2L8,320750.445,4841764.372,-79.3018562,43.7176677,640,O Connor CC,Recreation or Sports Facility,,,outside gym,1
1401 Castlefield Ave,M6B 1G7,307548.44,4839513.931,-79.4657095,43.69757675,642,Castlefield Yard,Industrial Facility,,,Outside Formans office,1
1421 Yonge St,M4T 1Y7,313360.985,4838408.373,-79.39361563,43.68758142,643,TTC - St. Clair Station,Transportation Facility,,,St. Clair,1
1433 Queen St E,M4L 1C7,319105.976,4835890.284,-79.32242012,43.6648275,644,TTC - Russell Carhouse,Transportation Facility,,,outside formans office,2
1440 Finch Ave W,M3J 3G3,305283.671,4846814.701,-79.49380188,43.76329817,649,James Cardinal McGuigan Catholic HS,School,,,near main office,1
1466 Bathurst St,M5R 3S3,311367.404,4837872.711,-79.41835028,43.68278015,650,TTC - St Clair West Station,Transportation Facility,,,St. Clair West,1
1485 Albion Rd,M9V 1B2,298244.482,4844151.185,-79.58119369,43.73929345,651,Albion Pool   HC,Recreation or Sports Facility,,,Reception,1
1515 Bloor St W,M6P 1A3,308671.405,4834880.699,-79.45181097,43.65586641,654,Bishop Marrocco Catholic H.S.,School,,,4th Fl. Near Elevator/Stairs,1
5247A-5249A Dundas St W,M9B 1A5,301747.019,4832959.966,-79.53764409,43.6385805,810,TTC - Kipling Station,Transportation Facility,,,Kipling,1
5450 Lawrence Ave E,M1C 3B2,333738.755,4848696.362,-79.14029441,43.7796732,812,Port Union RC,Recreation or Sports Facility,,,Outside Seniors Lounge,1
5700 Bathurst St,M2R 3N4,309269.267,4848259.985,-79.44428605,43.77628552,814,TFS - EMS Training,Emergency Services,,,2nd Flr - Training Rm,2
5720 Bathurst St,M2R 3W2,309276.933,4848203.162,-79.44419455,43.7757826,816,Esther Shiner Stadium,Recreation or Sports Facility,,,between dressing rooms 3&4,1
6000 Leslie St,M2H 1J9,315143.779,4850911.651,-79.37126221,43.80010377,818,Cummer Park CC,recreation or Sports Facility,,,Reception,1
49 Felstead Ave,M4J 1G3,318652.288,4837403.728,-79.32800686,43.67845892,819,St. Patrick Catholic High School,School,,,South Library Doors,1
1806 Islington Ave,M9P 3N3,301468.719,4837943.083,-79.54112538,43.68343314,677,TPL - Richview,Library,,,Main Flr - Work Room,1
1835 Yonge St,M4S 1X8,313188.995,4839425.378,-79.39573304,43.69673717,678,TTC - 1835 Yonge St.,Transportation Facility,,,4th floor Claims Dept.,1
1873 Bloor St W,,307681.081,4834625.996,-79.46408994,43.65357814,679,High Park,recreation or Sports Facility,,,Grenadier Restaurant,1
1867 Lake Shore Blvd E,,320517.862,4835924.146,-79.30490907,43.66509554,680,DD Summerville ODP,Outdoor Seasonal Facility,,,pool office / AIR changeroom,1
1873 Bloor St W,,307681.081,4834625.996,-79.46408994,43.65357814,681,High Park ODP,Outdoor Seasonal Facility,,,Pool Office / AIR Change Room,1
1874 Bloor St W,M6P 3K7,307633.826,4834673.071,-79.4646755,43.65400207,682,TTC - High Park Station,Transportation Facility,,,High Park,1
1900 Yonge St,M4S 1Z2,313076.613,4839549.896,-79.3971253,43.69785923,684,TTC - Head Office,Transportation Facility,,,5th floor at door 5-36,4
1900 Yonge St,M4S 1Z2,313076.613,4839549.896,-79.3971253,43.69785923,685,TTC - Head Office,Transportation Facility,,,Security,4
1900 Yonge St,M4S 1Z2,313076.613,4839549.896,-79.3971253,43.69785923,686,TTC - 1910 Yonge St.,Transportation Facility,,,3rd Floor - main door,4
1900 Dundas St W,M6R 3B6,309334.54,4834368.099,-79.44359387,43.65124892,688,High Park - Parkdale Employment,Office,,,Reception,1
1911 Eglinton Ave E,M1L 4P4,321734.88,4842766.586,-79.28960714,43.72666733,689,TPS - C - Toronto East,Law enforcement agency,,,Cell Booking Office,1
2000 Midland Ave,M1P 3E1,323134.686,4847530.209,-79.27207034,43.76951254,693,Ellesmere Yard - Bldg A,Industrial Facility,,,Hallway,1
2000 McNicoll Ave,M1V 5E9,320480.94,4852316.553,-79.30489472,43.81265554,694,L'Amoreaux CRC,Recreation or Sports Facility,,,Across from reception,1
2072 Danforth Ave,M4C 1J6,319839.21,4838235.59,-79.31326277,43.68592326,695,TTC - Woodbine Station,Transportation Facility,,,Woodbine,1
2170 Kipling Ave,M9W 4K9,298981.588,4842085.223,-79.57202018,43.72070325,699,TCDSB-Monsignor Percy Johnson,School,,,Office Entranc,1
2190 Yonge St,M4S 2B8,312976.282,4840381.656,-79.39835772,43.70534682,700,TTC - Eglinton Station,Transportation Facility,,,Eglinton,1
2201 Finch Ave W,M9M 2Y9,301835.787,4845608.318,-79.53661713,43.75243296,701,TPS - C - Toronto West,Law enforcement agency,,,Supervisor Office,1
2202 Kipling Ave,M9W 4K9,298876.601,4842346.292,-79.57332608,43.72305238,702,St. Benedict Catholic School,School,,,2nd Fl - RHS Staircase C,1
2213 Dufferin St,M6E 3S2,308976.328,4838816.25,-79.44799992,43.69129015,703,Fairbank Memorial CC,Recreation or Sports Facility,,,Lower level near Bocce courts,1
2218 Bloor St W,M6S 1N4,306703.478,4834385.357,-79.47621017,43.65141498,704,TTC - Runnymede Station,Transportation Facility,,,Runnymede,1
2222 Eglinton Ave E,M1K 2M2,322740.421,4843228.904,-79.27711045,43.7308055,705,TPS - 41 Division,Law enforcement agency,,,North Bldg - CRU Office,2
2222 Ellesmere Rd,M1G 3M3,326642.376,4848502.932,-79.22846178,43.77817372,706,Woburn CI,School,,,Main Entrance,1
2231 Lawrence Ave E,M1P 2P5,322490.444,4845098.196,-79.28015221,43.74763719,708,McGregor Park CRC,Recreation or Sports Facility,,,Reception,1
2233 Kipling Ave,M9W 4L3,298992.528,4842576.793,-79.57188977,43.72512809,709,Kipling Acres,Medical Facility,,,Main Lobby,1
2239 Lawrence Ave E,M1P 2P7,322651.607,4845128.496,-79.27815014,43.74790608,710,Winston Churchill CI,School,,,Main Lobby,2
